dataset,split,target,horizon,segment,model,condition,n,r2_oos,mse
fincall,ticker_disjoint,har_resid,7,test,mlp_text,global_shuffle,484,-0.3360443953573655,0.3313831397801681
fincall,ticker_disjoint,har_resid,7,test,mlp_text,real,484,-0.35751198358978087,0.33670781073922157
fincall,ticker_disjoint,har_resid,7,test,mlp_text,within_shuffle,484,-0.32745980534883445,0.32925387790785465
fincall,ticker_disjoint,har_resid,7,test,mlp_text_pastvol,global_shuffle,484,-0.334772714516254,0.33106772092777803
fincall,ticker_disjoint,har_resid,7,test,mlp_text_pastvol,real,484,-0.2811859829279375,0.31777644151670453
fincall,ticker_disjoint,har_resid,7,test,mlp_text_pastvol,within_shuffle,484,-0.345667571696314,0.33377000536707546
fincall,ticker_disjoint,har_resid,7,test,ridge_pastvol,global_shuffle,484,0.008911806930313015,0.24582260766165467
fincall,ticker_disjoint,har_resid,7,test,ridge_pastvol,real,484,0.008911806930313015,0.24582260766165467
fincall,ticker_disjoint,har_resid,7,test,ridge_pastvol,within_shuffle,484,0.008911806930313015,0.24582260766165467
fincall,ticker_disjoint,har_resid,7,test,ridge_text,global_shuffle,484,-0.012872474564484815,0.25122582901020135
fincall,ticker_disjoint,har_resid,7,test,ridge_text,real,484,-0.0038374147123740876,0.24898483573759886
fincall,ticker_disjoint,har_resid,7,test,ridge_text,within_shuffle,484,-0.016931177408160636,0.25223252137495045
fincall,ticker_disjoint,har_resid,7,test,ridge_text_pastvol,global_shuffle,484,-0.013361509542422656,0.2513471258376231
fincall,ticker_disjoint,har_resid,7,test,ridge_text_pastvol,real,484,-0.004181913108984636,0.24907028271878806
fincall,ticker_disjoint,har_resid,7,test,ridge_text_pastvol,within_shuffle,484,-0.017637170027266835,0.2524076308635228
fincall,ticker_disjoint,har_resid,7,test,ticker_only,real,484,0.0,0.2480330301385903
fincall,ticker_disjoint,har_resid,15,test,mlp_pastvol,global_shuffle,484,0.04823150895386874,0.160426161210937
fincall,ticker_disjoint,har_resid,15,test,mlp_pastvol,real,484,0.04823150895386874,0.160426161210937
fincall,ticker_disjoint,har_resid,15,test,mlp_pastvol,within_shuffle,484,0.04823150895386874,0.160426161210937
fincall,ticker_disjoint,har_resid,15,test,mlp_text,global_shuffle,484,-0.393702878820519,0.23491679417969993
fincall,ticker_disjoint,har_resid,15,test,mlp_text,real,484,-0.4128944943084456,0.23815165352746037
fincall,ticker_disjoint,har_resid,15,test,mlp_text,within_shuffle,484,-0.398627271593599,0.23574682946276732
fincall,ticker_disjoint,har_resid,15,test,mlp_text_pastvol,global_shuffle,484,-0.4433749949754413,0.24328932068055015
fincall,ticker_disjoint,har_resid,15,test,mlp_text_pastvol,real,484,-0.3256162304676944,0.22344039027715343
fincall,ticker_disjoint,har_resid,15,test,mlp_text_pastvol,within_shuffle,484,-0.41361499034374294,0.23827309735986066
fincall,ticker_disjoint,har_resid,15,test,ridge_pastvol,global_shuffle,484,0.016573637271185215,0.16576228115390662
fincall,ticker_disjoint,har_resid,15,test,ridge_pastvol,real,484,0.016573637271185215,0.16576228115390662
fincall,ticker_disjoint,har_resid,15,test,ridge_pastvol,within_shuffle,484,0.016573637271185215,0.16576228115390662
fincall,ticker_disjoint,har_resid,15,test,ridge_text,global_shuffle,484,0.004223216435682242,0.16784401701994853
fincall,ticker_disjoint,har_resid,15,test,ridge_text,real,484,0.03846645998776044,0.16207211748539582
fincall,ticker_disjoint,har_resid,15,test,ridge_text,within_shuffle,484,0.009852211785421616,0.16689521684014813
fincall,ticker_disjoint,har_resid,15,test,ridge_text_pastvol,global_shuffle,484,0.00272121854923435,0.16809718757280526
fincall,ticker_disjoint,har_resid,15,test,ridge_text_pastvol,real,484,0.03801058560503656,0.16214895778627028
fincall,ticker_disjoint,har_resid,15,test,ridge_text_pastvol,within_shuffle,484,0.00864966051452809,0.16709791390972303
fincall,ticker_disjoint,har_resid,15,test,ticker_only,real,484,2.220446049250313e-16,0.16855586491900507
fincall,ticker_disjoint,har_resid,30,test,mlp_pastvol,global_shuffle,484,0.017100618405211043,0.17675305466427274
fincall,ticker_disjoint,har_resid,30,test,mlp_pastvol,real,484,0.017100618405211043,0.17675305466427274
fincall,ticker_disjoint,har_resid,30,test,mlp_pastvol,within_shuffle,484,0.017100618405211043,0.17675305466427274
fincall,ticker_disjoint,har_resid,30,test,mlp_text,global_shuffle,484,-0.48124505070287515,0.26636967356034486
fincall,ticker_disjoint,har_resid,30,test,mlp_text,real,484,-0.31625865085570704,0.23670046153608665
fincall,ticker_disjoint,har_resid,30,test,mlp_text,within_shuffle,484,-0.4525280590835208,0.26120554782729827
fincall,ticker_disjoint,har_resid,30,test,mlp_text_pastvol,global_shuffle,484,-0.6011488354899728,0.2879317587786101
fincall,ticker_disjoint,har_resid,30,test,mlp_text_pastvol,real,484,-0.23344251258115367,0.2218077820923623
fincall,ticker_disjoint,har_resid,30,test,mlp_text_pastvol,within_shuffle,484,-0.484938584081851,0.26703387512508603
fincall,ticker_disjoint,har_resid,30,test,ridge_pastvol,global_shuffle,484,0.0036424091662893288,0.179173220591563
fincall,ticker_disjoint,har_resid,30,test,ridge_pastvol,real,484,0.0036424091662893288,0.179173220591563
fincall,ticker_disjoint,har_resid,30,test,ridge_pastvol,within_shuffle,484,0.0036424091662893288,0.179173220591563
fincall,ticker_disjoint,har_resid,30,test,ridge_text,global_shuffle,484,-0.04249073235309675,0.18746926170981076
fincall,ticker_disjoint,har_resid,30,test,ridge_text,real,484,0.11471596784131821,0.15919905929298925
fincall,ticker_disjoint,har_resid,30,test,ridge_text,within_shuffle,484,-0.0021841351663622888,0.1802209977376448
fincall,ticker_disjoint,har_resid,30,test,ridge_text_pastvol,global_shuffle,484,-0.044549734615760395,0.18783952843934718
fincall,ticker_disjoint,har_resid,30,test,ridge_text_pastvol,real,484,0.11375677120879191,0.15937154992427607
fincall,ticker_disjoint,har_resid,30,test,ridge_text_pastvol,within_shuffle,484,-0.005190414412680422,0.18076161160912613
fincall,ticker_disjoint,har_resid,30,test,ticker_only,real,484,6.661338147750939e-16,0.17982822857969913
fincall,ticker_disjoint,v,3,test,mlp_pastvol,global_shuffle,484,0.4815113225971137,0.5922400569787811
fincall,ticker_disjoint,v,3,test,mlp_pastvol,real,484,0.4815113225971137,0.5922400569787811
fincall,ticker_disjoint,v,3,test,mlp_pastvol,within_shuffle,484,0.4815113225971137,0.5922400569787811
fincall,ticker_disjoint,v,3,test,mlp_text,global_shuffle,484,-0.30293748607308224,1.4882712094252892
fincall,ticker_disjoint,v,3,test,mlp_text,real,484,-0.3619946494087285,1.5557288402343235
fincall,ticker_disjoint,v,3,test,mlp_text,within_shuffle,484,-0.381682375663533,1.5782170075311144
fincall,ticker_disjoint,v,3,test,mlp_text_pastvol,global_shuffle,484,-0.22005541154791275,1.3935997408308762
fincall,ticker_disjoint,v,3,test,mlp_text_pastvol,real,484,-0.253976861596966,1.4323462793483293
fincall,ticker_disjoint,v,3,test,mlp_text_pastvol,within_shuffle,484,-0.29635375673578657,1.4807509907439793
fincall,ticker_disjoint,v,3,test,ridge_pastvol,global_shuffle,484,0.4319880866918149,0.6488076260166243
fincall,ticker_disjoint,v,3,test,ridge_pastvol,real,484,0.4319880866918149,0.6488076260166243
fincall,ticker_disjoint,v,3,test,ridge_pastvol,within_shuffle,484,0.4319880866918149,0.6488076260166243
fincall,ticker_disjoint,v,3,test,ridge_text,global_shuffle,484,0.37918038337117255,0.709126854934393
fincall,ticker_disjoint,v,3,test,ridge_text,real,484,0.416085815403455,0.6669718839153407
fincall,ticker_disjoint,v,3,test,ridge_text,within_shuffle,484,0.38787615425215105,0.699194171605952
fincall,ticker_disjoint,v,3,test,ridge_text_pastvol,global_shuffle,484,0.38371707742649874,0.7039448479534886
fincall,ticker_disjoint,v,3,test,ridge_text_pastvol,real,484,0.41799678138087737,0.6647890964241612
fincall,ticker_disjoint,v,3,test,ridge_text_pastvol,within_shuffle,484,0.39131285164924323,0.6952686280965588
fincall,ticker_disjoint,v,3,test,ticker_only,real,484,0.4050090639265935,0.6796242256379329
fincall,ticker_disjoint,v,7,test,mlp_pastvol,global_shuffle,484,0.3648297530386929,0.24494729514762864
fincall,ticker_disjoint,v,7,test,mlp_pastvol,real,484,0.3648297530386929,0.24494729514762864
fincall,ticker_disjoint,v,7,test,mlp_pastvol,within_shuffle,484,0.3648297530386929,0.24494729514762864
fincall,ticker_disjoint,v,7,test,mlp_text,global_shuffle,484,-1.6051135724747048,1.0046369869855176
fincall,ticker_disjoint,v,7,test,mlp_text,real,484,-1.8013830591811653,1.0803264263425372
fincall,ticker_disjoint,v,7,test,mlp_text,within_shuffle,484,-1.9143512081664538,1.1238915061997277
fincall,ticker_disjoint,v,7,test,mlp_text_pastvol,global_shuffle,484,-1.3438623531502851,0.9038879675947611
fincall,ticker_disjoint,v,7,test,mlp_text_pastvol,real,484,-1.5557452644336518,0.9855985739324461
fincall,ticker_disjoint,v,7,test,mlp_text_pastvol,within_shuffle,484,-1.6495767486425055,1.0217837831210093
fincall,ticker_disjoint,v,7,test,ridge_pastvol,global_shuffle,484,0.30573101828006466,0.2677381536537182
fincall,ticker_disjoint,v,7,test,ridge_pastvol,real,484,0.30573101828006466,0.2677381536537182
fincall,ticker_disjoint,v,7,test,ridge_pastvol,within_shuffle,484,0.30573101828006466,0.2677381536537182
fincall,ticker_disjoint,v,7,test,ridge_text,global_shuffle,484,0.06390607163675499,0.36099561787355394
fincall,ticker_disjoint,v,7,test,ridge_text,real,484,0.1941111560142652,0.31078327970859776
fincall,ticker_disjoint,v,7,test,ridge_text,within_shuffle,484,0.08298360125751136,0.35363855210880996
fincall,ticker_disjoint,v,7,test,ridge_text_pastvol,global_shuffle,484,0.09593511498012153,0.34864392544045153
fincall,ticker_disjoint,v,7,test,ridge_text_pastvol,real,484,0.21069541760321098,0.3043877187740812
fincall,ticker_disjoint,v,7,test,ridge_text_pastvol,within_shuffle,484,0.11058718159878345,0.3429934969077329
fincall,ticker_disjoint,v,7,test,ticker_only,real,484,0.09025185818786152,0.35083561874717256
fincall,ticker_disjoint,v,15,test,mlp_pastvol,global_shuffle,484,0.2432519409338506,0.16169294512428706
fincall,ticker_disjoint,v,15,test,mlp_pastvol,real,484,0.2432519409338506,0.16169294512428706
fincall,ticker_disjoint,v,15,test,mlp_pastvol,within_shuffle,484,0.2432519409338506,0.16169294512428706
fincall,ticker_disjoint,v,15,test,mlp_text,global_shuffle,484,-3.1153509632283027,0.8793193579982335
fincall,ticker_disjoint,v,15,test,mlp_text,real,484,-3.484929748927133,0.9582865672287999
fincall,ticker_disjoint,v,15,test,mlp_text,within_shuffle,484,-3.8748878837012777,1.0416081939332213
fincall,ticker_disjoint,v,15,test,mlp_text_pastvol,global_shuffle,484,-2.6065057488930647,0.770595350935968
fincall,ticker_disjoint,v,15,test,mlp_text_pastvol,real,484,-3.005198087088986,0.8557831985809815
fincall,ticker_disjoint,v,15,test,mlp_text_pastvol,within_shuffle,484,-3.26213814513346,0.9106831011415306
fincall,ticker_disjoint,v,15,test,ridge_pastvol,global_shuffle,484,0.19097721818555935,0.1728623875502873
fincall,ticker_disjoint,v,15,test,ridge_pastvol,real,484,0.19097721818555935,0.1728623875502873
fincall,ticker_disjoint,v,15,test,ridge_pastvol,within_shuffle,484,0.19097721818555935,0.1728623875502873
fincall,ticker_disjoint,v,15,test,ridge_text,global_shuffle,484,-0.30745322815260345,0.2793610905763437
fincall,ticker_disjoint,v,15,test,ridge_text,real,484,-0.04688762325110596,0.22368652418682933
fincall,ticker_disjoint,v,15,test,ridge_text,within_shuffle,484,-0.24549891227776355,0.2661234275563351
fincall,ticker_disjoint,v,15,test,ridge_text_pastvol,global_shuffle,484,-0.22872526734746734,0.26253943415621256
fincall,ticker_disjoint,v,15,test,ridge_text_pastvol,real,484,-0.005900811726945898,0.2149289486804266
fincall,ticker_disjoint,v,15,test,ridge_text_pastvol,within_shuffle,484,-0.1790431773064065,0.2519239547209796
fincall,ticker_disjoint,v,15,test,ticker_only,real,484,-0.26176089409515924,0.2695980948542693
fincall,ticker_disjoint,v,30,test,mlp_pastvol,global_shuffle,484,0.21243392538110395,0.1836302276123705
fincall,ticker_disjoint,v,30,test,mlp_pastvol,real,484,0.21243392538110395,0.1836302276123705
fincall,ticker_disjoint,v,30,test,mlp_pastvol,within_shuffle,484,0.21243392538110395,0.1836302276123705
fincall,ticker_disjoint,v,30,test,mlp_text,global_shuffle,484,-2.7987765432975573,0.8857291137531785
fincall,ticker_disjoint,v,30,test,mlp_text,real,484,-2.872132721631183,0.9028329633961379
fincall,ticker_disjoint,v,30,test,mlp_text,within_shuffle,484,-3.4352655454665024,1.034133957623087
fincall,ticker_disjoint,v,30,test,mlp_text_pastvol,global_shuffle,484,-2.468940146105314,0.8088239058687927
fincall,ticker_disjoint,v,30,test,mlp_text_pastvol,real,484,-2.4859969106943973,0.8128008897241976
fincall,ticker_disjoint,v,30,test,mlp_text_pastvol,within_shuffle,484,-2.964685324292243,0.9244126835497668
fincall,ticker_disjoint,v,30,test,ridge_pastvol,global_shuffle,484,0.2240497071583375,0.1809218724401633
fincall,ticker_disjoint,v,30,test,ridge_pastvol,real,484,0.2240497071583375,0.1809218724401633
fincall,ticker_disjoint,v,30,test,ridge_pastvol,within_shuffle,484,0.2240497071583375,0.1809218724401633
fincall,ticker_disjoint,v,30,test,ridge_text,global_shuffle,484,-0.1940436633780256,0.2784052243379286
fincall,ticker_disjoint,v,30,test,ridge_text,real,484,0.11211822354313239,0.2070200049977351
fincall,ticker_disjoint,v,30,test,ridge_text,within_shuffle,484,-0.13469024496261284,0.2645662816962352
fincall,ticker_disjoint,v,30,test,ridge_text_pastvol,global_shuffle,484,-0.14179053032441558,0.26622179614653896
fincall,ticker_disjoint,v,30,test,ridge_text_pastvol,real,484,0.1387390557852144,0.20081304707841416
fincall,ticker_disjoint,v,30,test,ridge_text_pastvol,within_shuffle,484,-0.08734810891855327,0.25352790980898343
fincall,ticker_disjoint,v,30,test,ticker_only,real,484,-0.12149412595566322,0.261489452443504
maec,combined,dv,3,test,mlp_pastvol,global_shuffle,102,0.5380731896782998,0.5446595688417197
maec,combined,dv,3,test,mlp_pastvol,real,102,0.5380731896782998,0.5446595688417197
maec,combined,dv,3,test,mlp_pastvol,within_shuffle,102,0.5380731896782998,0.5446595688417197
maec,combined,dv,3,test,mlp_text,global_shuffle,102,-0.5992352313196889,1.8856640318418647
maec,combined,dv,3,test,mlp_text,real,102,-0.2475580664056165,1.4710002177190613
maec,combined,dv,3,test,mlp_text,within_shuffle,102,-0.2856459652521801,1.5159097966833326
maec,combined,dv,3,test,mlp_text_pastvol,global_shuffle,102,-0.15792331134206994,1.3653115545904924
maec,combined,dv,3,test,mlp_text_pastvol,real,102,0.05266817892597975,1.1170023685286357
maec,combined,dv,3,test,mlp_text_pastvol,within_shuffle,102,0.04588899984271089,1.1249957230473364
maec,combined,dv,3,test,ridge_pastvol,global_shuffle,102,0.49364487411467717,0.5970451560354876
maec,combined,dv,3,test,ridge_pastvol,real,102,0.49364487411467717,0.5970451560354876
maec,combined,dv,3,test,ridge_pastvol,within_shuffle,102,0.49364487411467717,0.5970451560354876
maec,combined,dv,3,test,ridge_text,global_shuffle,102,-0.14753375820318104,1.3530611949953342
maec,combined,dv,3,test,ridge_text,real,102,0.028781583338178707,1.145167139577295
maec,combined,dv,3,test,ridge_text,within_shuffle,102,-0.01152399579033303,1.1926915933641675
maec,combined,dv,3,test,ridge_text_pastvol,global_shuffle,102,0.0028160508402532702,1.1757831926382043
maec,combined,dv,3,test,ridge_text_pastvol,real,102,0.15374462621869378,0.99782276480708
maec,combined,dv,3,test,ridge_text_pastvol,within_shuffle,102,0.11755919467991005,1.040489137703989
maec,combined,dv,3,test,ticker_only,real,102,0.009045540920990858,1.1684379784058558
maec,combined,dv,7,test,mlp_pastvol,global_shuffle,102,0.4060099309483267,0.36140263951696655
maec,combined,dv,7,test,mlp_pastvol,real,102,0.4060099309483267,0.36140263951696655
maec,combined,dv,7,test,mlp_pastvol,within_shuffle,102,0.4060099309483267,0.36140263951696655
maec,combined,dv,7,test,mlp_text,global_shuffle,102,-0.21741517602202753,0.740714501683189
maec,combined,dv,7,test,mlp_text,real,102,-0.3313127613293678,0.8100134514626014
maec,combined,dv,7,test,mlp_text,within_shuffle,102,-0.32799258699768563,0.8079933507409813
maec,combined,dv,7,test,mlp_text_pastvol,global_shuffle,102,-0.13622258111349228,0.6913143186868234
maec,combined,dv,7,test,mlp_text_pastvol,real,102,-0.17058088545890437,0.7122190147865136
maec,combined,dv,7,test,mlp_text_pastvol,within_shuffle,102,-0.14547120448042428,0.6969414782486725
maec,combined,dv,7,test,ridge_pastvol,global_shuffle,102,0.3628310211810438,0.38767407531096026
maec,combined,dv,7,test,ridge_pastvol,real,102,0.3628310211810438,0.38767407531096026
maec,combined,dv,7,test,ridge_pastvol,within_shuffle,102,0.3628310211810438,0.38767407531096026
maec,combined,dv,7,test,ridge_text,global_shuffle,102,-0.02372068303753383,0.6228645498544373
maec,combined,dv,7,test,ridge_text,real,102,0.008474256849606343,0.603276114187695
maec,combined,dv,7,test,ridge_text,within_shuffle,102,0.003964438733106812,0.6060200324044531
maec,combined,dv,7,test,ridge_text_pastvol,global_shuffle,102,0.09492900228274292,0.5506742697693418
maec,combined,dv,7,test,ridge_text_pastvol,real,102,0.11910138746385979,0.5359670141045733
maec,combined,dv,7,test,ridge_text_pastvol,within_shuffle,102,0.11468848464580117,0.5386519659404255
maec,combined,dv,7,test,ticker_only,real,102,0.010788748591637254,0.6018679030604523
maec,combined,dv,15,test,mlp_pastvol,global_shuffle,102,0.36388238453435995,0.23331596376605712
maec,combined,dv,15,test,mlp_pastvol,real,102,0.36388238453435995,0.23331596376605712
maec,combined,dv,15,test,mlp_pastvol,within_shuffle,102,0.36388238453435995,0.23331596376605712
maec,combined,dv,15,test,mlp_text,global_shuffle,102,-0.27616382953273466,0.46807286352675326
maec,combined,dv,15,test,mlp_text,real,102,-0.3127993552874839,0.4815100845558999
maec,combined,dv,15,test,mlp_text,within_shuffle,102,-0.3027425157336956,0.47782142516982845
maec,combined,dv,15,test,mlp_text_pastvol,global_shuffle,102,-0.24755297157028866,0.4575789395457368
maec,combined,dv,15,test,mlp_text_pastvol,real,102,-0.23807385512035695,0.45410217811609527
maec,combined,dv,15,test,mlp_text_pastvol,within_shuffle,102,-0.2175179483477001,0.4465626585631947
maec,combined,dv,15,test,ridge_pastvol,global_shuffle,102,0.30793025781206684,0.25383815031392754
maec,combined,dv,15,test,ridge_pastvol,real,102,0.30793025781206684,0.25383815031392754
maec,combined,dv,15,test,ridge_pastvol,within_shuffle,102,0.30793025781206684,0.25383815031392754
maec,combined,dv,15,test,ridge_text,global_shuffle,102,-0.01657223716782963,0.3728595553496984
maec,combined,dv,15,test,ridge_text,real,102,0.04446188477077706,0.35047338864639593
maec,combined,dv,15,test,ridge_text,within_shuffle,102,0.04830823543987295,0.3490626196446832
maec,combined,dv,15,test,ridge_text_pastvol,global_shuffle,102,0.08612629042610587,0.3351916691595095
maec,combined,dv,15,test,ridge_text_pastvol,real,102,0.1348988689978352,0.31730280568810726
maec,combined,dv,15,test,ridge_text_pastvol,within_shuffle,102,0.13967026575182284,0.3155527472003354
maec,combined,dv,15,test,ticker_only,real,102,0.007691701678584573,0.36395999945142665
maec,combined,dv,30,test,mlp_pastvol,global_shuffle,102,0.29728551501429,0.15423562782900485
maec,combined,dv,30,test,mlp_pastvol,real,102,0.29728551501429,0.15423562782900485
maec,combined,dv,30,test,mlp_pastvol,within_shuffle,102,0.29728551501429,0.15423562782900485
maec,combined,dv,30,test,mlp_text,global_shuffle,102,-0.455315345847755,0.3194205909396878
maec,combined,dv,30,test,mlp_text,real,102,-0.4318072746979926,0.3142609105996614
maec,combined,dv,30,test,mlp_text,within_shuffle,102,-0.3621191360715894,0.29896537586552735
maec,combined,dv,30,test,mlp_text_pastvol,global_shuffle,102,-0.2486611800377101,0.27406300163677233
maec,combined,dv,30,test,mlp_text_pastvol,real,102,-0.3302298310871421,0.29196613637296615
maec,combined,dv,30,test,mlp_text_pastvol,within_shuffle,102,-0.3086572238007368,0.2872312622529386
maec,combined,dv,30,test,ridge_pastvol,global_shuffle,102,0.23697862615312004,0.1674721144315341
maec,combined,dv,30,test,ridge_pastvol,real,102,0.23697862615312004,0.1674721144315341
maec,combined,dv,30,test,ridge_pastvol,within_shuffle,102,0.23697862615312004,0.1674721144315341
maec,combined,dv,30,test,ridge_text,global_shuffle,102,-0.051610788554609544,0.23081330137626718
maec,combined,dv,30,test,ridge_text,real,102,0.007576158817990564,0.2178226256717798
maec,combined,dv,30,test,ridge_text,within_shuffle,102,0.0033986874711715576,0.21873951998615757
maec,combined,dv,30,test,ridge_text_pastvol,global_shuffle,102,0.04798910616299479,0.20895257042266394
maec,combined,dv,30,test,ridge_text_pastvol,real,102,0.09261996106944659,0.19915674569709022
maec,combined,dv,30,test,ridge_text_pastvol,within_shuffle,102,0.09040169503238793,0.19964362288864898
maec,combined,dv,30,test,ticker_only,real,102,0.014227590377821064,0.21636273300625009
maec,combined,har_resid,3,test,mlp_pastvol,global_shuffle,102,0.004734425591192193,0.5434191768017078
maec,combined,har_resid,3,test,mlp_pastvol,real,102,0.004734425591192193,0.5434191768017078
maec,combined,har_resid,3,test,mlp_pastvol,within_shuffle,102,0.004734425591192193,0.5434191768017078
maec,combined,har_resid,3,test,mlp_text,global_shuffle,102,-0.9249229754072759,1.0510160158245887
maec,combined,har_resid,3,test,mlp_text,real,102,-0.4275322235653072,0.779438579746485
maec,combined,har_resid,3,test,mlp_text,within_shuffle,102,-0.5709763806686527,0.8577596909900019
maec,combined,har_resid,3,test,mlp_text_pastvol,global_shuffle,102,-0.8499561082966849,1.010083792044178
maec,combined,har_resid,3,test,mlp_text_pastvol,real,102,-0.4978799191232437,0.8178487164908398
maec,combined,har_resid,3,test,mlp_text_pastvol,within_shuffle,102,-0.5558523272178735,0.8495018943903261
maec,combined,har_resid,3,test,ridge_pastvol,global_shuffle,102,0.0009471442644116701,0.5454870482862993
maec,combined,har_resid,3,test,ridge_pastvol,real,102,0.0009471442644116701,0.5454870482862993
maec,combined,har_resid,3,test,ridge_pastvol,within_shuffle,102,0.0009471442644116701,0.5454870482862993
maec,combined,har_resid,3,test,ridge_text,global_shuffle,102,-0.0856886917559021,0.5927905780197096
maec,combined,har_resid,3,test,ridge_text,real,102,-0.021337068505639767,0.5576543218970326
maec,combined,har_resid,3,test,ridge_text,within_shuffle,102,-0.04369998635507777,0.5698645688111231
maec,combined,har_resid,3,test,ridge_text_pastvol,global_shuffle,102,-0.08499324744549153,0.5924108625102092
maec,combined,har_resid,3,test,ridge_text_pastvol,real,102,-0.020616009705651583,0.5572606207688205
maec,combined,har_resid,3,test,ridge_text_pastvol,within_shuffle,102,-0.04292424727697397,0.5694410120217843
maec,combined,har_resid,3,test,ticker_only,real,102,5.551115123125783e-16,0.5460041930260684
maec,combined,har_resid,7,test,mlp_pastvol,global_shuffle,102,-0.009323644707512457,0.34369201329344345
maec,combined,har_resid,7,test,mlp_pastvol,real,102,-0.009323644707512457,0.34369201329344345
maec,combined,har_resid,7,test,mlp_pastvol,within_shuffle,102,-0.009323644707512457,0.34369201329344345
maec,combined,har_resid,7,test,mlp_text,global_shuffle,102,-0.5737879535207036,0.5359017923326699
maec,combined,har_resid,7,test,mlp_text,real,102,-0.37260026107780564,0.4673939322145218
maec,combined,har_resid,7,test,mlp_text,within_shuffle,102,-0.4403474926655988,0.49046302659426677
maec,combined,har_resid,7,test,mlp_text_pastvol,global_shuffle,102,-0.7618990116269642,0.5999568341642084
maec,combined,har_resid,7,test,mlp_text_pastvol,real,102,-0.6742936909994572,0.5701257198535844
maec,combined,har_resid,7,test,mlp_text_pastvol,within_shuffle,102,-0.665598024489469,0.5671646962558341
maec,combined,har_resid,7,test,ridge_pastvol,global_shuffle,102,0.020620185337528296,0.3334956255561096
maec,combined,har_resid,7,test,ridge_pastvol,real,102,0.020620185337528296,0.3334956255561096
maec,combined,har_resid,7,test,ridge_pastvol,within_shuffle,102,0.020620185337528296,0.3334956255561096
maec,combined,har_resid,7,test,ridge_text,global_shuffle,102,-0.027849787835717787,0.3500004827954539
maec,combined,har_resid,7,test,ridge_text,real,102,0.0014124733691026625,0.3400361809387211
maec,combined,har_resid,7,test,ridge_text,within_shuffle,102,-0.0013798847976971285,0.34098702679001586
maec,combined,har_resid,7,test,ridge_text_pastvol,global_shuffle,102,-0.026235019726264852,0.3494506265571204
maec,combined,har_resid,7,test,ridge_text_pastvol,real,102,0.0033576552693354023,0.33937381313725473
maec,combined,har_resid,7,test,ridge_text_pastvol,within_shuffle,102,0.0006006944775642786,0.3403126055752041
maec,combined,har_resid,7,test,ticker_only,real,102,-2.220446049250313e-16,0.3405171523481356
maec,combined,har_resid,15,test,mlp_pastvol,global_shuffle,102,0.031015858435582078,0.21382069508832988
maec,combined,har_resid,15,test,mlp_pastvol,real,102,0.031015858435582078,0.21382069508832988
maec,combined,har_resid,15,test,mlp_pastvol,within_shuffle,102,0.031015858435582078,0.21382069508832988
maec,combined,har_resid,15,test,mlp_text,global_shuffle,102,-0.7054076005574887,0.3763234328803317
maec,combined,har_resid,15,test,mlp_text,real,102,-0.43860501649497596,0.31744949312368553
maec,combined,har_resid,15,test,mlp_text,within_shuffle,102,-0.47541745979640426,0.3255727036871764
maec,combined,har_resid,15,test,mlp_text_pastvol,global_shuffle,102,-0.8543550420752666,0.40919089077860155
maec,combined,har_resid,15,test,mlp_text_pastvol,real,102,-0.6463462632137522,0.3632906744873044
maec,combined,har_resid,15,test,mlp_text_pastvol,within_shuffle,102,-0.6580296708654825,0.36586879133972267
maec,combined,har_resid,15,test,ridge_pastvol,global_shuffle,102,0.023174003186196668,0.21555111653516446
maec,combined,har_resid,15,test,ridge_pastvol,real,102,0.023174003186196668,0.21555111653516446
maec,combined,har_resid,15,test,ridge_pastvol,within_shuffle,102,0.023174003186196668,0.21555111653516446
maec,combined,har_resid,15,test,ridge_text,global_shuffle,102,-0.05061611924708975,0.23183399939418114
maec,combined,har_resid,15,test,ridge_text,real,102,0.011955334593810929,0.21802668183442386
maec,combined,har_resid,15,test,ridge_text,within_shuffle,102,0.02435779213994871,0.21528989597842707
maec,combined,har_resid,15,test,ridge_text_pastvol,global_shuffle,102,-0.047942514530977975,0.2312440289351523
maec,combined,har_resid,15,test,ridge_text_pastvol,real,102,0.014795658473536588,0.21739992232393446
maec,combined,har_resid,15,test,ridge_text_pastvol,within_shuffle,102,0.027210409605957775,0.21466042370613744
maec,combined,har_resid,15,test,ticker_only,real,102,-4.440892098500626e-16,0.22066480339205347
maec,combined,har_resid,30,test,mlp_pastvol,global_shuffle,102,0.045680458636486176,0.14857207991464796
maec,combined,har_resid,30,test,mlp_pastvol,real,102,0.045680458636486176,0.14857207991464796
maec,combined,har_resid,30,test,mlp_pastvol,within_shuffle,102,0.045680458636486176,0.14857207991464796
maec,combined,har_resid,30,test,mlp_text,global_shuffle,102,-0.6293676786828535,0.2536661301326137
maec,combined,har_resid,30,test,mlp_text,real,102,-0.4869937797119046,0.23150082241456246
maec,combined,har_resid,30,test,mlp_text,within_shuffle,102,-0.4022817038819899,0.21831252567073242
maec,combined,har_resid,30,test,mlp_text_pastvol,global_shuffle,102,-0.6074192250824162,0.2502491117640409
maec,combined,har_resid,30,test,mlp_text_pastvol,real,102,-0.6921038634665038,0.2634331369424074
maec,combined,har_resid,30,test,mlp_text_pastvol,within_shuffle,102,-0.6737483940167686,0.26057548795194396
maec,combined,har_resid,30,test,ridge_pastvol,global_shuffle,102,0.030383357207790618,0.15095359059049496
