dataset,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_stage1,dm_p_vs_stage2,dm_p_vs_stage3
fincall,temporal,har_resid,15,gated_fusion,test,481,0.21141632943677952,0.37204364941372975,-0.2813479997296313,0.1479850141678047,0.036550127477836376,1.5115755411210681e-05,0.7652436364614849,7.664322205074072e-10,2.8550176978101674e-05
fincall,temporal,har_resid,15,gated_fusion,val,228,0.15407587429016514,0.30248902828146373,-0.5390121196672926,0.16614645253054855,0.036550127477836376,0.0007626223530687616,0.38046662379093216,1.9887465056182306e-05,0.0003304124579283778
fincall,temporal,har_resid,15,gated_fusion_pastvol,test,481,0.3644149290131545,0.39519613633829676,-1.2086389523769134,0.14533641349609785,0.054201363206771096,0.16178581580154575,0.29737900706403386,0.11281322268613841,0.159077266005009
fincall,temporal,har_resid,15,gated_fusion_pastvol,val,228,0.16561356219452347,0.31080980627212523,-0.6542582060487709,0.08866883304242643,0.054201363206771096,4.6229173990013045e-05,0.1356866266285369,1.1147958631677987e-06,2.120537275487852e-05
fincall,temporal,har_resid,15,stack_fusion,test,481,0.1607362200926571,0.3257082779166918,0.025813026607216072,0.349757718560084,,0.3610305971375279,1.0492899483932304e-09,1.9067615399527438e-06,0.09325192027548418
fincall,temporal,har_resid,15,stack_fusion,val,228,0.08854129460628797,0.22115465919282704,0.11559076904223997,0.3257063974618364,,0.013035009327068036,5.919790951259466e-06,0.04878237514803933,0.024967366274643854
fincall,temporal,har_resid,15,stack_fusion_pastvol,test,481,0.1607362200926571,0.3257082779166918,0.025813026607216072,0.349757718560084,,0.3610305971375279,1.0492899483932304e-09,1.9067615399527438e-06,0.09325192027548418
fincall,temporal,har_resid,15,stack_fusion_pastvol,val,228,0.08854129460628797,0.22115465919282704,0.11559076904223997,0.3257063974618364,,0.013035009327068036,5.919790951259466e-06,0.04878237514803933,0.024967366274643854
fincall,temporal,har_resid,30,gated_fusion,test,481,0.20041323699222302,0.362954039326151,-0.39748834661757626,0.17499030565079016,0.04330834216650484,6.080755005617871e-07,0.6837140909771001,6.670403403146356e-13,4.355987217774291e-07
fincall,temporal,har_resid,30,gated_fusion,val,228,0.1506421783364558,0.29372067520207135,-0.5087431389292407,0.157213454212704,0.04330834216650484,0.0009353418529668717,0.8286138814270503,7.433890390184786e-08,0.0009946009950039698
fincall,temporal,har_resid,30,gated_fusion_pastvol,test,481,0.24887319022852458,0.384136996913301,-0.7354012556735388,0.14384856054955686,0.02846962079695827,0.009811269466783974,0.31033735981738364,0.0003665664300569116,0.007346958459973768
fincall,temporal,har_resid,30,gated_fusion_pastvol,val,228,0.16308970830312008,0.3163980190094172,-0.6334102516941389,0.19022798490165332,0.02846962079695827,5.277705493834799e-05,0.7120343223576451,1.3187559873106976e-08,6.751053061307989e-05
fincall,temporal,har_resid,30,stack_fusion,test,481,0.11339784514670521,0.26850329454225336,0.20927295271312596,0.28729078545945796,,2.648930177832551e-05,4.1133079797320876e-13,0.1039564154446074,3.593723296495961e-06
fincall,temporal,har_resid,30,stack_fusion,val,228,0.06527152525494409,0.19548823740545074,0.34627893075274496,0.5054484983217167,,3.7606140728975617e-07,4.736617654156127e-08,0.002111380747293145,2.1186597230545737e-07
fincall,temporal,har_resid,30,stack_fusion_pastvol,test,481,0.11339784514670521,0.26850329454225336,0.20927295271312596,0.28729078545945796,,2.648930177832551e-05,4.1133079797320876e-13,0.1039564154446074,3.593723296495961e-06
fincall,temporal,har_resid,30,stack_fusion_pastvol,val,228,0.06527152525494409,0.19548823740545074,0.34627893075274496,0.5054484983217167,,3.7606140728975617e-07,4.736617654156127e-08,0.002111380747293145,2.1186597230545737e-07
fincall,temporal,v,3,gated_fusion,test,481,1.0779065198068918,0.8026521180128261,0.08207784936334606,0.17576781496860158,0.08614509543198677,0.351864869093596,0.00016068680010217033,6.523011571478518e-08,0.00450641901026911
fincall,temporal,v,3,gated_fusion,val,228,1.2141615846235543,0.8369682063687158,0.04815849658576221,-0.11473756717567671,0.08614509543198677,0.7887862746070392,0.0003845410589541302,4.392108253945432e-05,7.849117456511141e-05
fincall,temporal,v,3,gated_fusion_pastvol,test,481,3.9518209674608835,0.8759447595254515,-2.3652862606606937,0.16493887692652354,0.7704169977647549,0.3373025343515398,0.2691360363425172,0.2542126976919191,0.2619406613489317
fincall,temporal,v,3,gated_fusion_pastvol,val,228,1.2165918835415725,0.803317141073316,0.04625326469145086,0.053913682383299785,0.7704169977647549,0.8237567512046776,0.0038744443379266115,0.0009037147393521003,0.0013025454515458333
fincall,temporal,v,3,stack_fusion,test,481,0.6486913226779056,0.6126606600431882,0.4475883362144297,0.3978579826703776,,1.684673019862796e-14,0.0008761495680130169,0.9725170496030486,0.018232563195097338
fincall,temporal,v,3,stack_fusion,val,228,0.4817499292179129,0.5598623562824732,0.6223323298120553,0.2504914690211014,,1.8601469942622602e-06,0.0004301316068320617,0.124196487520975,0.011583931438770284
fincall,temporal,v,3,stack_fusion_pastvol,test,481,0.6486913226779056,0.6126606600431882,0.4475883362144297,0.3978579826703776,,1.684673019862796e-14,0.0008761495680130169,0.9725170496030486,0.018232563195097338
fincall,temporal,v,3,stack_fusion_pastvol,val,228,0.4817499292179129,0.5598623562824732,0.6223323298120553,0.2504914690211014,,1.8601469942622602e-06,0.0004301316068320617,0.124196487520975,0.011583931438770284
fincall,temporal,v,7,gated_fusion,test,481,0.6777936648926127,0.6367462270634923,-0.6190516851122065,0.1836230509137941,0.06898424651364522,0.00016985289400745575,2.1548982286430578e-08,1.0907047357303087e-09,1.2756392736690285e-07
fincall,temporal,v,7,gated_fusion,val,228,0.7363274640803444,0.6261814014457281,-1.0898445192984485,-0.04530534481772294,0.06898424651364522,0.005175735917158945,0.0003009657890556315,8.880899768028579e-05,0.00014938947000370448
fincall,temporal,v,7,gated_fusion_pastvol,test,481,3.727573785416706,0.7001910879747307,-7.904088266471463,0.18955480369098687,0.6593224412908849,0.28057613484552785,0.2648582307310374,0.2605162925524948,0.26535371528758644
fincall,temporal,v,7,gated_fusion_pastvol,val,228,0.7492038369577668,0.5879420854963333,-1.1263902392383316,0.05041846958576138,0.6593224412908849,0.03400731965755142,0.00786367218233148,0.003915816131436046,0.005058979298437967
fincall,temporal,v,7,stack_fusion,test,481,0.26379626251715943,0.4058914316912331,0.3698675489651011,0.5424032021567088,,2.004510911420705e-08,0.023220547681308584,0.1116771726106194,8.432696168423416e-13
fincall,temporal,v,7,stack_fusion,val,228,0.20142426766265292,0.35751087029280604,0.42831766793562454,0.46281931788308384,,5.319080520108608e-07,0.00012086964264968666,0.05926121814988555,0.005929628329070138
fincall,temporal,v,7,stack_fusion_pastvol,test,481,0.26379626251715943,0.4058914316912331,0.3698675489651011,0.5424032021567088,,2.004510911420705e-08,0.023220547681308584,0.1116771726106194,8.432696168423416e-13
fincall,temporal,v,7,stack_fusion_pastvol,val,228,0.20142426766265292,0.35751087029280604,0.42831766793562454,0.46281931788308384,,5.319080520108608e-07,0.00012086964264968666,0.05926121814988555,0.005929628329070138
fincall,temporal,v,15,gated_fusion,test,481,0.5882967194985612,0.6006803124695989,-1.8281626074336161,0.16121806594513016,0.053258042123606596,6.695470203059871e-13,7.135641832156464e-13,4.429083571331552e-14,4.6596212873318864e-11
fincall,temporal,v,15,gated_fusion,val,228,0.6066374764275576,0.553398562317772,-2.83633482236794,0.02512427141084303,0.053258042123606596,0.0006125979738405916,0.0002735411376378971,0.00012402493266971346,0.000146617022694785
fincall,temporal,v,15,gated_fusion_pastvol,test,481,4.061636611935283,0.6604842640935278,-18.525807998130134,0.199742802603934,0.770595306940659,0.2717265726776369,0.2728740085817343,0.2697347478985818,0.2734164450956135
fincall,temporal,v,15,gated_fusion_pastvol,val,228,0.626128168840323,0.5095352192026175,-2.959592657435245,0.21375253903385938,0.770595306940659,0.008786755952048716,0.005617236414065457,0.0035555480741897272,0.003983853946426484
fincall,temporal,v,15,stack_fusion,test,481,0.18202372313550264,0.33791089779194583,0.12494380747785772,0.5977988702370332,,0.18024930231051284,0.1045810891100503,0.11249214605956827,3.301624747860191e-17
fincall,temporal,v,15,stack_fusion,val,228,0.09305359398923722,0.23512427208193803,0.41153529605580086,0.5407889976157043,,1.2907922371698516e-06,1.6542600372696133e-05,0.0010674599582367276,0.000515751619181275
fincall,temporal,v,15,stack_fusion_pastvol,test,481,0.18202372313550264,0.33791089779194583,0.12494380747785772,0.5977988702370332,,0.18024930231051284,0.1045810891100503,0.11249214605956827,3.301624747860191e-17
fincall,temporal,v,15,stack_fusion_pastvol,val,228,0.09305359398923722,0.23512427208193803,0.41153529605580086,0.5407889976157043,,1.2907922371698516e-06,1.6542600372696133e-05,0.0010674599582367276,0.000515751619181275
fincall,temporal,v,30,gated_fusion,test,481,0.5420587875319511,0.5767684615458123,-3.8651513375936206,0.18821233359702008,0.04834227077485811,8.69459874292947e-22,2.2558743843669266e-14,0.00022938374384044523,0.02141607726793314
fincall,temporal,v,30,gated_fusion,val,228,0.6272981002545658,0.5605167159266446,-9.691688833906198,0.15082355753773607,0.04834227077485811,1.3028761504510135e-05,0.00012625593270452812,6.0127259597538977e-05,0.00018190121050275666
fincall,temporal,v,30,gated_fusion_pastvol,test,481,2.7807129300217945,0.6313431267068458,-23.957789712360267,0.18589801364130634,0.5711325185335143,0.2382189154328148,0.2551931802128209,0.24582313245959808,0.2516691312125799
fincall,temporal,v,30,gated_fusion_pastvol,val,228,0.6136504835474667,0.5151985206275931,-9.459078419340125,0.18421938984579642,0.5711325185335143,0.00045385905378452423,0.002489563433185382,0.0013310523634205576,0.0028876781450342874
fincall,temporal,v,30,stack_fusion,test,481,0.22453903786141446,0.2981719034352264,-1.0153098252817343,0.5416838534853451,,0.2370050786533173,0.8226418109982587,0.7640509666796976,3.4025298542321114e-10
fincall,temporal,v,30,stack_fusion,val,228,0.07767691639351448,0.21853674908520143,-0.32392784119667706,0.5886052390553516,,0.027838023805716296,3.6990183218027466e-06,7.570337895184589e-05,9.618992147110024e-12
fincall,temporal,v,30,stack_fusion_pastvol,test,481,0.22453903786141446,0.2981719034352264,-1.0153098252817343,0.5416838534853451,,0.2370050786533173,0.8226418109982587,0.7640509666796976,3.4025298542321114e-10
fincall,temporal,v,30,stack_fusion_pastvol,val,228,0.07767691639351448,0.21853674908520143,-0.32392784119667706,0.5886052390553516,,0.027838023805716296,3.6990183218027466e-06,7.570337895184589e-05,9.618992147110024e-12
fincall,ticker_disjoint,dv,3,gated_fusion,test,484,1.420902645016594,0.9293410994156143,-0.24395829774025568,-0.0434973837468709,0.03828253022594248,3.981004729152488e-07,4.69697574943934e-14,3.846784037833106e-10,2.3569755040913094e-10
fincall,ticker_disjoint,dv,3,gated_fusion,val,239,1.6124780381747372,0.9900960322257185,-0.3177760270984742,-0.14124986870604728,0.03828253022594248,9.974063133153342e-07,2.9592098058960997e-10,5.2210345870368384e-08,4.4262071177082164e-09
fincall,ticker_disjoint,dv,3,gated_fusion_pastvol,test,484,0.9455712982355783,0.7675564666775814,0.1721802569158869,0.394241770982773,0.04672402212574139,0.008603632551439972,3.8076441572479673e-07,0.19845160965752248,0.0035336251509708394
fincall,ticker_disjoint,dv,3,gated_fusion_pastvol,val,239,0.957342777294959,0.7708949654822997,0.21762446881868147,0.4315865626726794,0.04672402212574139,0.004235646349684123,0.0007023851359100347,0.4490175995337096,0.006460847850547993
fincall,ticker_disjoint,dv,3,stack_fusion,test,484,0.6443706137055151,0.6286764784268661,0.4358725599179982,0.6274813836820032,,6.139666919300438e-10,0.12967098046463482,1.3087269389144662e-07,3.614888899955607e-08
fincall,ticker_disjoint,dv,3,stack_fusion,val,239,0.6624800712121504,0.6500988452228247,0.4585970564522762,0.5934897920019905,,6.3933704874499665e-09,0.040212666886614755,6.891012232645253e-08,0.002692364203097812
fincall,ticker_disjoint,dv,3,stack_fusion_pastvol,test,484,0.6443706137055151,0.6286764784268661,0.4358725599179982,0.6274813836820032,,6.139666919300438e-10,0.12967098046463482,1.3087269389144662e-07,3.614888899955607e-08
fincall,ticker_disjoint,dv,3,stack_fusion_pastvol,val,239,0.6624800712121504,0.6500988452228247,0.4585970564522762,0.5934897920019905,,6.3933704874499665e-09,0.040212666886614755,6.891012232645253e-08,0.002692364203097812
fincall,ticker_disjoint,dv,7,gated_fusion,test,484,0.5148209740067983,0.5666199027415172,-0.33497683656264887,-0.01544939546444502,0.032083866144695536,3.2759065561862835e-08,8.257345743199153e-14,4.963272842818469e-11,5.922722111771748e-10
fincall,ticker_disjoint,dv,7,gated_fusion,val,239,0.6272134407775443,0.6254508522839735,-0.3312239465612814,-0.1420268341389467,0.032083866144695536,1.3237037473555202e-07,2.202754229177651e-10,3.625344493484826e-10,1.1142269709993556e-07
fincall,ticker_disjoint,dv,7,gated_fusion_pastvol,test,484,0.37819742488644054,0.4914498437228372,0.019300247343121413,0.33839178029796346,0.052030611875673066,0.7546725661297676,1.5356333813690237e-06,0.031193846894078506,0.009604214628865302
fincall,ticker_disjoint,dv,7,gated_fusion_pastvol,val,239,0.4219077305977365,0.5006797546755337,0.10452544908036143,0.3441570798224242,0.052030611875673066,0.13161116470797815,0.0003005943571550011,0.4892996665470361,0.09836941971708585
fincall,ticker_disjoint,dv,7,stack_fusion,test,484,0.2730143831339596,0.4097063325597552,0.2920492832767464,0.5751566881213176,,4.7322920633476487e-08,0.6149314040707586,5.176311050449881e-05,6.83204872907186e-05
fincall,ticker_disjoint,dv,7,stack_fusion,val,239,0.2823379757408957,0.417961643056023,0.4007541135215815,0.5182462972606917,,6.129840093470387e-08,0.04293812101925754,2.009188763156029e-05,4.559848013858248e-06
fincall,ticker_disjoint,dv,7,stack_fusion_pastvol,test,484,0.2730143831339596,0.4097063325597552,0.2920492832767464,0.5751566881213176,,4.7322920633476487e-08,0.6149314040707586,5.176311050449881e-05,6.83204872907186e-05
fincall,ticker_disjoint,dv,7,stack_fusion_pastvol,val,239,0.2823379757408957,0.417961643056023,0.4007541135215815,0.5182462972606917,,6.129840093470387e-08,0.04293812101925754,2.009188763156029e-05,4.559848013858248e-06
fincall,ticker_disjoint,dv,15,gated_fusion,test,484,0.2826922472217645,0.4150698608039886,-0.32304355786012295,0.07637943744175996,0.038379890458667666,4.1288079150181445e-06,1.5993050259409187e-06,1.0116880963235938e-08,5.773812016773991e-06
fincall,ticker_disjoint,dv,15,gated_fusion,val,239,0.37875310177832466,0.47648808812289917,-0.30045875758894414,-0.03629558526735043,0.038379890458667666,9.677982914100919e-05,2.42845317368928e-07,1.0958600450654186e-07,2.2678913326204632e-05
fincall,ticker_disjoint,dv,15,gated_fusion_pastvol,test,484,0.22930203740226912,0.37681666882998244,-0.07316909597199639,0.240170564717167,0.04223906847407319,0.3315520959204138,0.013722080361158228,0.008247550003672784,0.06809614086116215
fincall,ticker_disjoint,dv,15,gated_fusion_pastvol,val,239,0.29439673349647916,0.4123538236008163,-0.010818943748607035,0.26959139734680415,0.04223906847407319,0.8805755509657708,0.0005542332996016564,0.05374044921911104,0.1341095428359995
fincall,ticker_disjoint,dv,15,stack_fusion,test,484,0.18531749669867587,0.33504664708829346,0.13268537579098127,0.4509011634646619,,0.03456934314034745,0.23234570154563103,0.34165600167415044,0.07564866694313008
fincall,ticker_disjoint,dv,15,stack_fusion,val,239,0.19571176271131857,0.3321266880657528,0.3280185044396935,0.49215379629092004,,2.5493367056981245e-06,0.005437271019090354,0.0006537899514812386,1.4314907021824762e-06
fincall,ticker_disjoint,dv,15,stack_fusion_pastvol,test,484,0.18531749669867587,0.33504664708829346,0.13268537579098127,0.4509011634646619,,0.03456934314034745,0.23234570154563103,0.34165600167415044,0.07564866694313008
fincall,ticker_disjoint,dv,15,stack_fusion_pastvol,val,239,0.19571176271131857,0.3321266880657528,0.3280185044396935,0.49215379629092004,,2.5493367056981245e-06,0.005437271019090354,0.0006537899514812386,1.4314907021824762e-06
fincall,ticker_disjoint,dv,30,gated_fusion,test,484,0.275928866373213,0.394365001213014,-0.1834228873381507,0.06186327275859658,0.03389330196613675,0.01942432713881601,0.0006128763413547883,3.0494008747398103e-07,2.0373782742740223e-08
fincall,ticker_disjoint,dv,30,gated_fusion,val,239,0.3534360961335782,0.4418179534867528,-0.07305734553955578,-0.021676174466013852,0.03389330196613675,0.3378304534696213,2.140674031641529e-05,9.54906386365886e-05,0.00022192608064229048
fincall,ticker_disjoint,dv,30,gated_fusion_pastvol,test,484,0.21246050644916248,0.3566730543930361,0.08878462303644519,0.20224720183965725,0.04411773928768498,0.2928698124459976,0.7059010636702422,0.023932671006422226,0.041836415896033076
fincall,ticker_disjoint,dv,30,gated_fusion_pastvol,val,239,0.2839641944115819,0.41196386523027273,0.13786433242967955,0.21238734618879365,0.04411773928768498,0.12483760450132313,0.006176791772173006,0.22083123958906356,0.49508151326548966
fincall,ticker_disjoint,dv,30,stack_fusion,test,484,0.17619887901602338,0.31981474576478314,0.2443060094015208,0.31230853012465737,,0.0008300304705111901,0.0006987507179536319,0.8345017517407863,0.46535099176594436
fincall,ticker_disjoint,dv,30,stack_fusion,val,239,0.1910155758505663,0.32422429985429757,0.4200630070861483,0.42565997263053235,,9.470318465396258e-06,0.011390398736150106,0.00031606809345196256,0.0008908264812456843
fincall,ticker_disjoint,dv,30,stack_fusion_pastvol,test,484,0.17619887901602338,0.31981474576478314,0.2443060094015208,0.31230853012465737,,0.0008300304705111901,0.0006987507179536319,0.8345017517407863,0.46535099176594436
fincall,ticker_disjoint,dv,30,stack_fusion_pastvol,val,239,0.1910155758505663,0.32422429985429757,0.4200630070861483,0.42565997263053235,,9.470318465396258e-06,0.011390398736150106,0.00031606809345196256,0.0008908264812456843
fincall,ticker_disjoint,har_resid,3,gated_fusion,test,484,0.7346393131512433,0.6742965655631596,-0.2725245730584078,-0.0019315681972670003,0.03056692667948021,3.38140193841622e-07,0.03548504526195688,6.0635028958358e-07,6.639020774451118e-07
fincall,ticker_disjoint,har_resid,3,gated_fusion,val,239,0.8103347530976279,0.6962034008308253,-0.2557945553429284,-0.009160931103075793,0.03056692667948021,0.0008200365004921754,0.11183893179198222,0.004023131209596098,0.001555408052522896
fincall,ticker_disjoint,har_resid,3,gated_fusion_pastvol,test,484,0.7420275755773817,0.6894123535904256,-0.28532234377549126,-0.01343919246606371,0.04863975539544009,5.738039781133363e-07,0.026132892983750006,4.258638216279622e-07,1.3431532140853695e-06
fincall,ticker_disjoint,har_resid,3,gated_fusion_pastvol,val,239,0.812669652319762,0.7154800824180801,-0.25941300280457513,0.0023653752574636995,0.04863975539544009,0.0004116948854104687,0.10852409455533533,0.00241385071525134,0.0004910340534813785
fincall,ticker_disjoint,har_resid,3,stack_fusion,test,484,0.5783849679019079,0.5896384810162689,-0.0018645492652134,0.07758951936212531,,0.8626091811911698,0.0001421632989728961,0.12026412634598861,0.39033259846613605
fincall,ticker_disjoint,har_resid,3,stack_fusion,val,239,0.6351679562638657,0.6362575640684583,0.015665491137637044,0.14199034589633633,,0.3172274012015275,0.012353551927291625,0.019610122430711596,0.19483871870653835
fincall,ticker_disjoint,har_resid,3,stack_fusion_pastvol,test,484,0.5783849679019079,0.5896384810162689,-0.0018645492652134,0.07758951936212531,,0.8626091811911698,0.0001421632989728961,0.12026412634598861,0.39033259846613605
fincall,ticker_disjoint,har_resid,3,stack_fusion_pastvol,val,239,0.6351679562638657,0.6362575640684583,0.015665491137637044,0.14199034589633633,,0.3172274012015275,0.012353551927291625,0.019610122430711596,0.19483871870653835
fincall,ticker_disjoint,har_resid,7,gated_fusion,test,484,0.3439575392109193,0.4603093255867208,-0.3867408668060479,0.012589292169588805,0.02581550450483188,2.6381904921738136e-08,0.0003784032018487659,7.297197222742255e-10,1.5714165861385074e-08
fincall,ticker_disjoint,har_resid,7,gated_fusion,val,239,0.3658576299247278,0.4578931758125293,-0.3573543690926382,0.055121452495100455,0.02581550450483188,5.455792068003617e-05,0.00682654326329815,9.294364111718982e-06,0.0008026702768502597
fincall,ticker_disjoint,har_resid,7,gated_fusion_pastvol,test,484,0.3355948167426943,0.46578739426561433,-0.35302470221477433,-0.014398716306024694,0.054422771395341206,4.4506223908447485e-08,0.0010574774990542,1.7205439767399312e-09,4.549554375609692e-08
fincall,ticker_disjoint,har_resid,7,gated_fusion_pastvol,val,239,0.39931815544051275,0.48859884521926644,-0.4814949822331398,0.022492219613247464,0.054422771395341206,1.1512556158928661e-07,0.00024389172289771127,1.8894032017200695e-08,1.9554937467603473e-06
fincall,ticker_disjoint,har_resid,7,stack_fusion,test,484,0.2555526791076944,0.39408988640778875,-0.030317127379778652,0.11879748392315176,,0.0981405400739472,0.026056467408692198,0.33087992713014963,0.48513575000198117
fincall,ticker_disjoint,har_resid,7,stack_fusion,val,239,0.25049246470145037,0.38785208679482647,0.07065750833937567,0.19983993767433092,,0.05544441516974991,0.002508090570156622,0.031124030392521103,0.005896225514923702
fincall,ticker_disjoint,har_resid,7,stack_fusion_pastvol,test,484,0.2555526791076944,0.39408988640778875,-0.030317127379778652,0.11879748392315176,,0.0981405400739472,0.026056467408692198,0.33087992713014963,0.48513575000198117
fincall,ticker_disjoint,har_resid,7,stack_fusion_pastvol,val,239,0.25049246470145037,0.38785208679482647,0.07065750833937567,0.19983993767433092,,0.05544441516974991,0.002508090570156622,0.031124030392521103,0.005896225514923702
fincall,ticker_disjoint,har_resid,15,gated_fusion,test,484,0.2303019344831857,0.36880100432120416,-0.36632406468829193,0.07919329486813768,0.031125197070247232,4.4643216693684404e-07,0.012037118957593547,2.5127195236675916e-10,4.05034170600211e-08
fincall,ticker_disjoint,har_resid,15,gated_fusion,val,239,0.25745507951006946,0.3722496229340229,-0.32741802196452663,0.0847797567849424,0.031125197070247232,0.00037554388690396384,0.05406344278352253,1.2049532871172632e-05,0.0028350317856064597
fincall,ticker_disjoint,har_resid,15,gated_fusion_pastvol,test,484,0.2176169586362411,0.36866083913517894,-0.2910672597527886,0.09074875300425735,0.046347710089760984,9.393329415096512e-05,0.12078920303184616,7.242528556894703e-07,2.464963681732422e-05
fincall,ticker_disjoint,har_resid,15,gated_fusion_pastvol,val,239,0.2788349408997853,0.4028319559874459,-0.43765089586943784,0.02743768887291328,0.046347710089760984,1.99683740618563e-07,0.002317455361599063,8.292822089780066e-09,5.5081988168151735e-06
fincall,ticker_disjoint,har_resid,15,stack_fusion,test,484,0.16986356811895428,0.3188803325227183,-0.007758277652204937,0.15121673996695773,,0.7818886141111849,0.00042406299129801905,0.027442257598228784,0.6436023739401685
fincall,ticker_disjoint,har_resid,15,stack_fusion,val,239,0.17204041094849362,0.3098143437960909,0.1129732517463038,0.31740569923576906,,0.0132146235024388,0.0006100531609765644,0.07012444085602686,0.0019433641550648069
fincall,ticker_disjoint,har_resid,15,stack_fusion_pastvol,test,484,0.16986356811895428,0.3188803325227183,-0.007758277652204937,0.15121673996695773,,0.7818886141111849,0.00042406299129801905,0.027442257598228784,0.6436023739401685
fincall,ticker_disjoint,har_resid,15,stack_fusion_pastvol,val,239,0.17204041094849362,0.3098143437960909,0.1129732517463038,0.31740569923576906,,0.0132146235024388,0.0006100531609765644,0.07012444085602686,0.0019433641550648069
fincall,ticker_disjoint,har_resid,30,gated_fusion,test,484,0.2250777894233167,0.36562144316087675,-0.25162657276336886,0.1003406834314544,0.03361351286886481,0.0003174699730294935,0.15365999024709795,3.3057508172729727e-10,7.738323067023014e-05
fincall,ticker_disjoint,har_resid,30,gated_fusion,val,239,0.26622080981859564,0.38748117970684537,-0.20582582652948656,0.03505150092568845,0.03361351286886481,0.023279359154118405,0.027244016574541105,4.975314037936751e-06,0.04504196883363379
fincall,ticker_disjoint,har_resid,30,gated_fusion_pastvol,test,484,0.20760638286299082,0.3580330907824846,-0.15447048832480936,0.12208720463605865,0.05046740604421226,0.037206848909493606,0.7917030928666302,9.496671216011857e-06,0.022747826727253284
fincall,ticker_disjoint,har_resid,30,gated_fusion_pastvol,val,239,0.26941558460459303,0.4065038938273323,-0.22029630293411429,0.06241660520560168,0.05046740604421226,0.025610903335142352,0.02529992570016564,9.53091441117269e-06,0.05364068342106707
fincall,ticker_disjoint,har_resid,30,stack_fusion,test,484,0.16779737227883385,0.3109962190229909,0.06690193411727552,0.18291103980986928,,0.2196385803913046,0.0008976277970647476,0.06767249895140966,0.2500869789956381
fincall,ticker_disjoint,har_resid,30,stack_fusion,val,239,0.17085899113369815,0.309073470682224,0.22610789012258958,0.3495404476151722,,0.00267572060724153,0.0011922087753266752,0.07254527756797659,0.0011813474850885825
fincall,ticker_disjoint,har_resid,30,stack_fusion_pastvol,test,484,0.16779737227883385,0.3109962190229909,0.06690193411727552,0.18291103980986928,,0.2196385803913046,0.0008976277970647476,0.06767249895140966,0.2500869789956381
fincall,ticker_disjoint,har_resid,30,stack_fusion_pastvol,val,239,0.17085899113369815,0.309073470682224,0.22610789012258958,0.3495404476151722,,0.00267572060724153,0.0011922087753266752,0.07254527756797659,0.0011813474850885825
fincall,ticker_disjoint,v,3,gated_fusion,test,484,1.3902381228953897,0.8685920195023399,-0.21711241433459416,0.06706226351738888,0.05705484773408719,0.21979972653666963,9.642598460041845e-05,5.643107461688256e-05,0.00010322623717254796
fincall,ticker_disjoint,v,3,gated_fusion,val,239,0.8287646067986509,0.7304440676431093,0.32270325232881947,0.1096888543852773,0.05705484773408719,0.0004111314212145798,0.11898444737362225,0.0010064882785379462,0.0025548633380747697
fincall,ticker_disjoint,v,3,gated_fusion_pastvol,test,484,1.2961253850478645,0.8321585037534942,-0.1347194920755781,0.09046070770343222,0.0912083179565795,0.4316785644083672,0.0004279874452195211,0.00026067682740723284,0.0004759781640255916
fincall,ticker_disjoint,v,3,gated_fusion_pastvol,val,239,0.88677801889668,0.7576433205382287,0.2752925701966743,0.08130491417445818,0.0912083179565795,0.0033139899653500705,0.029900627376575863,0.00012018013023464396,0.00029950028835139594
fincall,ticker_disjoint,v,3,stack_fusion,test,484,0.6279187165051244,0.6150222079664613,0.45027570999149025,0.24930779391488062,,9.231608612735946e-10,0.16153854686518154,0.007393479632710105,0.0010400005768935474
fincall,ticker_disjoint,v,3,stack_fusion,val,239,0.592036181615038,0.6165220611484199,0.5161663794253353,0.2223532284709437,,3.3914766368864044e-10,0.0008696725872503811,0.019520528800418116,0.04311103780930311
fincall,ticker_disjoint,v,3,stack_fusion_pastvol,test,484,0.6279187165051244,0.6150222079664613,0.45027570999149025,0.24930779391488062,,9.231608612735946e-10,0.16153854686518154,0.007393479632710105,0.0010400005768935474
fincall,ticker_disjoint,v,3,stack_fusion_pastvol,val,239,0.592036181615038,0.6165220611484199,0.5161663794253353,0.2223532284709437,,3.3914766368864044e-10,0.0008696725872503811,0.019520528800418116,0.04311103780930311
fincall,ticker_disjoint,v,7,gated_fusion,test,484,0.9637526969835881,0.7070260441218928,-1.4990969513819419,0.1231863753931187,0.06739382327916854,0.0003845947874662902,2.363786541868954e-05,3.3476836590706753e-05,7.805544000256857e-05
fincall,ticker_disjoint,v,7,gated_fusion,val,239,0.4566516821727461,0.533846271936578,0.03078343826267138,0.2137768449211335,0.06739382327916854,0.7650049179946949,2.4830235214141785e-05,9.432621667603741e-08,0.0006672640603757802
fincall,ticker_disjoint,v,7,gated_fusion_pastvol,test,484,0.8759303069057806,0.6634290434715505,-1.2713656381586884,0.17121778141424127,0.09183155867973933,0.0026090671771565803,0.00022291653301671427,0.0003229464039034969,0.0006735146233190906
fincall,ticker_disjoint,v,7,gated_fusion_pastvol,val,239,0.4977406565724623,0.5629185286927855,-0.05642551343443647,0.20468040791986333,0.09183155867973933,0.5768998589791982,3.504612426491322e-06,8.403209856377044e-08,0.00012052164196921358
